ID_Venda;ID_Cliente;ID_Cidade;ID_Produto;Data;Preco_Unitario;Quantidade;Receita_Total
1269;507;5;4;16/11/2024;62;18;1116
1270;333;3;8;11/05/2022;389;9;3501
1271;941;2;15;27/01/2023;322;6;1932
1272;794;4;18;30/01/2024;353;9;3177
1273;629;3;4;16/01/2023;206;19;3914
1274;992;8;10;22/05/2022;267;11;2937
1275;70;5;19;11/01/2023;41;16;656
1276;218;7;9;06/09/2024;46;3;138
1277;868;4;11;08/11/2022;377;10;3770
1278;291;2;2;27/01/2023;409;6;2454
1279;869;9;20;07/02/2022;226;4;904
1280;86;5;19;04/07/2024;64;19;1216
1281;361;4;2;28/01/2022;374;12;4488
1282;289;5;18;12/12/2025;127;16;2032
1283;438;5;9;21/04/2024;97;7;679
1284;554;3;11;05/06/2025;440;3;1320
1285;460;1;16;14/05/2023;189;19;3591
1286;933;4;3;22/04/2023;291;17;4947
1287;893;1;20;03/05/2022;418;12;5016
1288;954;3;8;10/05/2024;477;3;1431
1289;749;5;12;22/12/2024;494;19;9386
1290;415;8;10;06/02/2025;84;17;1428
1291;472;2;4;14/07/2023;270;6;1620
1292;613;7;12;29/01/2022;280;1;280
1293;819;1;20;01/09/2023;486;13;6318
1294;907;3;15;13/06/2024;18;15;270
1295;179;6;16;30/05/2025;249;3;747
1296;435;6;8;21/08/2024;364;9;3276
1297;310;2;5;21/09/2022;243;8;1944
1298;753;8;9;27/07/2023;11;5;55
1299;533;2;9;30/03/2025;124;12;1488
1300;247;3;13;07/03/2025;490;4;1960
1301;839;3;12;12/12/2024;36;3;108
1302;789;5;3;24/11/2023;16;13;208
1303;317;6;1;01/10/2024;173;9;1557
1304;773;1;19;09/07/2022;499;2;998
1305;811;1;10;15/01/2023;259;16;4144
1306;234;4;18;27/01/2023;461;4;1844
1307;275;6;6;10/12/2024;186;9;1674
1308;484;2;5;01/12/2023;19;2;38
1309;518;1;5;14/09/2022;68;12;816
1310;963;2;18;05/01/2025;211;16;3376
1311;666;8;5;11/09/2025;211;19;4009
1312;178;5;14;21/11/2024;411;17;6987
1313;367;9;1;02/07/2023;362;2;724
1314;477;1;14;07/05/2023;153;6;918
1315;916;3;15;15/03/2025;356;5;1780
1316;268;5;12;25/08/2024;171;11;1881
1317;688;1;10;07/12/2024;431;5;2155
1318;940;5;10;09/06/2023;159;20;3180
1319;783;6;12;30/07/2022;191;16;3056
1320;262;5;8;02/11/2023;165;18;2970
1321;607;5;16;10/10/2022;410;17;6970
1322;306;1;10;11/02/2022;84;10;840
1323;168;2;16;01/01/2025;317;9;2853
1324;431;2;19;18/02/2023;85;12;1020
1325;715;1;6;10/05/2024;165;1;165
1326;647;1;12;28/10/2022;271;2;542
1327;151;5;20;28/04/2022;221;6;1326
1328;926;9;18;17/02/2023;65;13;845
1329;898;1;8;21/02/2024;258;4;1032
1330;3;9;11;04/10/2025;204;18;3672
1331;631;2;11;17/11/2024;25;13;325
1332;635;3;7;01/07/2022;306;1;306
1333;477;6;3;19/05/2024;22;9;198
1334;507;7;5;18/02/2024;303;19;5757
1335;830;5;4;04/02/2024;356;4;1424
1336;175;1;1;01/07/2025;477;12;5724
1337;330;5;11;17/10/2024;107;9;963
1338;22;9;6;28/07/2023;389;1;389
1339;789;5;20;05/11/2023;244;2;488
1340;327;9;17;22/01/2023;273;3;819
1341;482;5;16;26/10/2023;238;16;3808
1342;851;2;2;29/07/2024;377;20;7540
1343;941;2;18;29/12/2025;118;1;118
1344;61;7;12;08/01/2024;360;6;2160
1345;955;6;3;19/08/2023;429;20;8580
1346;527;7;13;21/03/2025;137;12;1644
1347;161;4;11;04/08/2024;451;6;2706
1348;485;8;11;11/05/2024;313;2;626
1349;588;4;20;27/05/2024;107;8;856
1350;996;5;4;22/11/2024;281;5;1405
1351;808;3;17;07/12/2022;240;2;480
1352;773;8;6;15/04/2023;352;19;6688
1353;852;8;13;08/03/2025;117;20;2340
1354;800;2;7;25/09/2025;71;19;1349
1355;803;4;17;07/06/2022;47;12;564
1356;141;7;18;01/07/2024;117;13;1521
1357;76;7;2;12/09/2022;82;1;82
1358;921;4;4;09/08/2022;294;15;4410
1359;9;3;10;14/02/2024;269;6;1614
1360;220;8;13;08/11/2022;396;18;7128
1361;287;6;19;26/07/2023;42;11;462
1362;563;5;14;25/09/2025;179;20;3580
1363;8;7;5;06/04/2025;323;19;6137
1364;686;7;14;14/10/2022;171;15;2565
1365;991;7;17;24/10/2024;204;7;1428
1366;653;6;14;13/08/2022;216;1;216
1367;478;5;7;22/04/2022;260;13;3380
1368;303;8;17;09/04/2025;474;11;5214
1369;781;6;8;23/10/2023;43;4;172
1370;244;7;4;08/11/2023;432;5;2160
1371;984;5;4;04/12/2022;489;3;1467
1372;561;5;17;09/12/2025;134;3;402
1373;521;9;1;18/02/2024;149;16;2384
1374;417;8;12;02/10/2025;495;17;8415
1375;364;6;8;12/12/2023;408;10;4080
1376;987;8;1;14/06/2024;232;13;3016
1377;16;2;1;28/03/2022;28;4;112
1378;613;9;10;25/09/2023;246;12;2952
1379;382;3;16;29/12/2025;63;16;1008
1380;876;5;3;30/01/2024;417;14;5838
1381;809;1;12;17/04/2023;499;4;1996
1382;956;8;13;15/10/2025;114;13;1482
1383;847;4;16;24/02/2025;169;9;1521
1384;303;1;16;11/05/2023;330;15;4950
1385;105;5;5;20/05/2023;399;13;5187
1386;384;4;6;26/06/2025;192;16;3072
1387;416;4;12;11/07/2024;189;7;1323
1388;572;5;10;19/01/2023;471;3;1413
1389;771;1;13;04/01/2022;208;14;2912
1390;291;5;17;08/08/2023;102;14;1428
1391;720;3;13;15/11/2023;414;2;828
1392;990;5;11;11/06/2022;416;18;7488
1393;778;6;4;03/11/2025;373;5;1865
1394;998;6;8;30/11/2023;49;4;196
1395;892;9;7;14/03/2022;218;4;872
1396;74;1;19;05/03/2025;347;9;3123
1397;841;7;3;02/01/2023;473;7;3311
1398;987;3;11;20/12/2024;28;1;28
1399;146;8;12;28/10/2024;487;8;3896
1400;879;9;4;29/09/2024;247;20;4940
1401;79;8;6;08/09/2022;246;2;492
1402;186;3;6;07/06/2023;188;16;3008
1403;96;3;11;22/01/2022;72;13;936
1404;218;1;17;29/02/2024;451;10;4510
1405;282;9;4;04/06/2025;210;1;210
1406;912;7;6;23/12/2024;272;12;3264
1407;140;7;19;27/06/2023;280;2;560
1408;308;7;18;05/11/2022;451;17;7667
1409;535;3;9;10/12/2022;174;16;2784
1410;682;3;19;09/08/2024;417;7;2919
1411;65;4;15;09/09/2023;104;20;2080
1412;775;7;10;01/10/2022;108;3;324
1413;209;9;10;12/09/2024;217;18;3906
1414;779;6;3;03/04/2024;142;15;2130
1415;798;3;11;10/12/2023;23;11;253
1416;822;9;5;17/06/2022;466;16;7456
1417;113;3;17;31/03/2023;39;5;195
1418;900;7;6;07/09/2024;93;1;93
1419;178;7;14;18/01/2023;132;4;528
1420;905;3;14;17/06/2023;221;4;884
1421;378;6;13;22/02/2023;277;6;1662
1422;397;7;5;23/02/2022;137;10;1370
1423;617;3;7;01/02/2024;210;19;3990
1424;990;9;10;03/03/2023;328;1;328
1425;840;8;11;23/01/2022;71;5;355
1426;359;2;11;19/07/2025;66;17;1122
1427;305;3;2;05/02/2022;328;2;656
1428;84;3;20;12/07/2023;252;16;4032
1429;768;5;19;02/03/2022;404;18;7272
1430;528;2;18;13/04/2023;160;20;3200
1431;893;4;6;28/10/2024;258;4;1032
1432;32;8;7;02/02/2022;484;9;4356
1433;236;1;18;29/12/2024;484;3;1452
1434;429;8;16;05/03/2024;343;10;3430
1435;800;6;12;22/11/2025;297;14;4158
1436;387;2;18;15/01/2024;60;15;900
1437;707;8;9;17/05/2025;15;1;15
1438;275;6;15;10/10/2024;130;7;910
1439;95;7;4;01/06/2022;171;13;2223
1440;721;1;10;16/08/2022;319;19;6061
1441;326;8;18;20/07/2024;132;8;1056
1442;485;4;7;30/04/2024;320;15;4800
1443;930;1;14;13/02/2023;361;12;4332
1444;507;9;10;18/10/2022;415;15;6225
1445;623;4;16;19/06/2025;320;15;4800
1446;611;1;10;23/07/2025;439;2;878
1447;331;2;5;12/06/2022;258;8;2064
1448;573;5;10;09/08/2023;365;5;1825
1449;968;3;9;16/05/2022;37;19;703
1450;557;3;10;24/03/2023;197;14;2758
1451;363;9;10;22/01/2023;324;11;3564
1452;921;8;9;21/11/2022;80;2;160
1453;577;5;17;11/11/2024;54;18;972
1454;3;9;14;18/09/2023;479;19;9101
1455;81;5;14;06/04/2022;108;13;1404
1456;578;1;8;02/03/2025;289;5;1445
1457;913;6;2;02/08/2024;171;15;2565
1458;623;7;1;23/07/2022;197;20;3940
1459;198;6;11;02/01/2024;99;16;1584
1460;971;5;4;08/06/2024;28;5;140
1461;520;3;20;16/09/2023;116;16;1856
1462;419;2;17;21/02/2023;268;20;5360
1463;313;7;12;10/07/2024;439;20;8780
1464;168;2;9;12/05/2022;273;19;5187
1465;483;5;4;07/09/2022;28;19;532
1466;163;3;3;17/06/2025;441;8;3528
1467;721;3;4;08/07/2023;114;14;1596
1468;711;8;16;25/08/2024;278;1;278
1469;371;9;8;09/08/2025;394;15;5910
1470;953;5;13;26/03/2025;142;14;1988
1471;800;4;17;13/01/2023;316;13;4108
1472;113;2;4;11/03/2025;447;15;6705
1473;459;2;14;05/04/2025;420;4;1680
1474;520;3;9;02/05/2023;374;1;374
1475;624;6;4;22/07/2024;271;19;5149
1476;712;9;2;01/08/2025;486;14;6804
1477;655;8;17;14/07/2022;229;6;1374
1478;282;4;8;01/02/2024;393;10;3930
1479;340;8;8;05/04/2025;205;13;2665
1480;838;8;15;05/04/2023;303;14;4242
1481;769;3;14;07/10/2025;316;5;1580
1482;274;4;11;09/04/2025;426;18;7668
1483;138;4;16;08/01/2024;279;2;558
1484;706;5;20;10/09/2023;22;1;22
1485;213;9;3;17/01/2024;37;17;629
1486;612;3;5;01/11/2023;451;8;3608
1487;359;4;11;11/01/2023;220;10;2200
1488;229;6;14;20/02/2022;210;20;4200
1489;892;1;20;30/12/2025;353;7;2471
1490;276;4;5;15/05/2022;189;14;2646
1491;757;8;16;15/06/2025;195;10;1950
1492;346;5;17;23/01/2023;324;20;6480
1493;952;8;11;14/02/2022;483;8;3864
1494;897;6;19;23/06/2023;421;2;842
1495;842;8;7;17/02/2023;204;11;2244
1496;980;9;20;18/11/2022;91;10;910
1497;975;1;14;22/06/2025;245;4;980
1498;862;3;6;07/08/2025;308;11;3388
1499;93;1;15;30/12/2023;410;2;820
1500;662;4;2;18/01/2022;401;1;401
1501;730;9;18;01/01/2025;419;17;7123
1502;143;3;9;26/05/2024;184;11;2024
1503;210;4;6;29/12/2023;496;18;8928
1504;61;5;19;31/05/2025;10;20;200
1505;539;8;4;16/03/2024;68;18;1224
1506;551;4;1;19/09/2022;186;15;2790
1507;283;8;6;09/04/2022;368;14;5152
1508;991;1;14;24/10/2025;178;14;2492
1509;92;7;13;16/05/2022;289;14;4046
1510;171;1;17;05/06/2025;496;20;9920
1511;626;1;2;26/12/2023;284;10;2840
1512;492;5;20;28/05/2025;172;2;344
1513;628;2;13;18/09/2023;318;12;3816
1514;757;5;2;27/11/2024;184;2;368
1515;821;8;3;25/10/2025;274;14;3836
1516;941;3;17;21/03/2022;487;7;3409
1517;232;9;15;21/11/2022;441;5;2205
1518;933;1;17;13/02/2025;93;5;465
1519;464;7;3;25/11/2024;158;7;1106
1520;773;7;8;27/07/2023;31;7;217
1521;233;5;6;06/03/2022;305;2;610
1522;635;5;14;17/05/2022;425;16;6800
1523;742;6;8;27/08/2024;37;5;185
1524;671;5;19;05/09/2025;167;3;501
1525;684;4;8;16/08/2022;46;8;368
1526;214;7;6;22/05/2024;171;8;1368
1527;477;3;10;23/01/2022;434;6;2604
1528;841;7;9;12/03/2025;355;6;2130
1529;520;6;17;29/10/2023;138;4;552
1530;962;9;17;28/04/2025;410;3;1230
1531;429;4;3;07/05/2024;87;13;1131
1532;274;1;5;17/04/2025;179;3;537
1533;638;1;10;12/07/2024;260;18;4680
1534;915;3;13;29/12/2024;133;16;2128
1535;682;5;3;06/01/2025;341;18;6138
1536;312;8;7;19/08/2023;283;3;849
1537;404;2;11;26/10/2024;35;12;420
1538;76;3;14;18/08/2023;68;7;476
1539;454;1;12;18/08/2025;66;5;330
1540;658;7;2;03/11/2025;77;1;77
1541;860;7;11;22/09/2022;13;9;117
1542;517;5;18;05/05/2025;497;7;3479
1543;621;4;8;21/09/2023;453;6;2718
1544;652;6;5;02/11/2025;47;13;611
1545;622;7;9;11/01/2023;187;15;2805
1546;303;3;20;12/05/2022;192;11;2112
1547;889;7;11;28/07/2023;194;1;194
1548;90;9;10;12/08/2022;86;10;860
1549;282;7;11;30/07/2025;87;4;348
1550;557;6;3;20/04/2023;121;10;1210
1551;214;8;14;09/06/2025;451;6;2706
1552;951;2;11;27/05/2022;49;15;735
1553;625;3;2;24/05/2025;385;14;5390
1554;122;3;20;05/07/2025;415;17;7055
1555;648;9;6;13/07/2024;461;8;3688
1556;756;8;2;28/06/2022;250;5;1250
1557;199;9;11;12/10/2025;61;5;305
1558;509;1;10;27/02/2022;348;14;4872
1559;475;9;12;21/12/2022;265;19;5035
1560;803;3;13;29/06/2024;485;12;5820
1561;570;1;17;09/09/2025;452;18;8136
1562;428;6;17;11/04/2025;454;9;4086
1563;94;1;12;05/06/2024;346;1;346
1564;250;2;18;14/07/2025;389;10;3890
1565;916;4;16;12/08/2024;383;10;3830
1566;567;8;4;16/03/2025;241;12;2892
1567;490;4;16;29/03/2022;98;18;1764
1568;609;2;1;07/10/2022;250;2;500
1569;641;5;17;25/03/2022;306;13;3978
1570;747;6;4;19/06/2022;374;3;1122
1571;342;3;17;14/04/2025;312;15;4680
1572;358;2;13;01/02/2022;303;18;5454
1573;644;1;1;12/01/2022;28;3;84
1574;824;9;16;11/12/2022;336;6;2016
1575;190;8;10;05/12/2024;321;2;642
1576;184;9;10;18/03/2024;287;8;2296
1577;874;6;17;04/11/2022;393;4;1572
1578;326;9;1;03/12/2024;19;13;247
1579;808;9;20;24/07/2025;406;8;3248
1580;996;6;13;25/04/2024;254;19;4826
1581;841;3;20;31/03/2023;399;8;3192
1582;551;2;2;07/06/2025;51;3;153
1583;891;7;19;21/04/2024;68;13;884
1584;19;1;9;20/07/2024;342;17;5814
1585;747;4;18;26/04/2024;413;1;413
1586;599;6;10;08/08/2022;312;4;1248
1587;866;3;17;26/05/2025;165;13;2145
1588;610;9;4;14/04/2022;490;17;8330
1589;423;9;2;30/04/2023;290;15;4350
1590;999;5;4;01/02/2022;69;7;483
1591;425;2;11;25/07/2023;56;6;336
1592;989;3;16;01/12/2023;302;6;1812
1593;125;2;12;14/08/2022;416;16;6656
1594;814;4;12;24/05/2024;27;19;513
1595;486;7;12;31/10/2024;359;11;3949
1596;148;1;8;16/09/2025;86;18;1548
1597;74;7;7;17/02/2023;322;9;2898
1598;988;3;12;22/02/2022;454;8;3632
1599;521;2;13;25/10/2024;125;14;1750
1600;622;1;8;15/10/2023;313;16;5008
1601;394;6;13;18/04/2022;311;12;3732
1602;558;9;1;28/06/2025;66;7;462
1603;515;9;11;05/08/2024;390;16;6240
1604;366;5;5;12/04/2025;246;2;492
1605;290;4;12;30/01/2024;13;11;143
1606;981;7;8;18/02/2024;84;16;1344
1607;649;6;13;02/06/2024;366;10;3660
1608;937;4;19;20/11/2024;335;9;3015
1609;492;6;12;27/12/2025;164;15;2460
1610;541;1;19;25/01/2022;76;8;608
1611;270;6;15;20/02/2025;386;10;3860
1612;672;7;5;14/03/2024;317;2;634
1613;427;4;19;28/11/2022;179;2;358
1614;831;2;15;14/09/2025;292;10;2920
1615;328;7;4;29/02/2024;312;1;312
1616;263;1;7;16/02/2022;379;20;7580
1617;379;2;5;04/08/2024;126;2;252
1618;487;9;10;16/05/2024;459;1;459
1619;51;9;4;11/08/2023;447;20;8940
1620;191;4;19;24/10/2022;456;8;3648
1621;419;7;7;13/03/2022;470;6;2820
1622;71;6;17;20/07/2025;247;13;3211
1623;370;4;15;27/01/2023;397;18;7146
1624;205;2;20;20/02/2023;443;14;6202
1625;4;7;10;26/02/2025;351;8;2808
1626;887;3;12;30/01/2024;270;3;810
1627;11;9;2;20/05/2023;288;15;4320
1628;499;3;12;09/01/2022;371;7;2597
1629;717;6;3;23/10/2025;124;11;1364
1630;957;8;13;26/06/2022;124;19;2356
1631;263;6;8;27/05/2022;56;12;672
1632;25;2;9;11/02/2025;371;8;2968
1633;136;5;12;01/07/2022;408;2;816
1634;214;7;19;26/01/2022;283;7;1981
1635;574;5;13;29/12/2023;240;15;3600
1636;793;8;2;27/02/2023;269;13;3497
1637;494;4;5;09/09/2023;10;1;10
1638;615;8;2;02/09/2025;387;18;6966
1639;206;3;6;04/09/2022;313;18;5634
1640;645;4;18;23/12/2023;174;8;1392
1641;117;6;6;03/11/2022;35;16;560
1642;91;4;10;14/05/2022;361;1;361
1643;843;5;20;20/12/2023;384;12;4608
1644;6;3;3;06/04/2025;439;1;439
1645;474;1;20;19/09/2024;310;3;930
1646;766;6;6;25/06/2022;228;11;2508
1647;652;8;10;09/08/2025;380;16;6080
1648;960;5;10;02/11/2025;427;3;1281
1649;708;8;16;14/02/2022;315;13;4095
1650;843;3;9;13/09/2023;139;9;1251
1651;138;9;18;22/10/2022;437;16;6992
1652;235;3;1;01/03/2022;171;14;2394
1653;909;2;4;25/07/2025;43;14;602
1654;381;2;14;31/10/2024;182;12;2184
1655;859;6;9;02/07/2024;334;9;3006
1656;872;9;11;18/10/2024;464;1;464
1657;812;9;7;12/12/2022;336;8;2688
1658;628;7;2;11/12/2023;204;16;3264
1659;310;8;9;08/03/2023;335;16;5360
1660;707;9;19;13/08/2023;214;10;2140
1661;816;2;14;11/05/2022;429;17;7293
1662;266;6;4;26/08/2025;97;9;873
1663;970;4;19;07/11/2025;61;9;549
1664;683;9;13;02/10/2025;74;1;74
1665;710;9;9;25/01/2024;140;20;2800
1666;923;2;6;05/04/2023;350;6;2100
1667;262;8;20;25/10/2022;146;17;2482
1668;469;1;19;14/08/2022;127;5;635
1669;208;1;17;22/08/2023;73;3;219
1670;294;8;1;13/04/2023;392;6;2352
1671;694;4;17;04/10/2025;140;3;420
1672;330;4;2;17/09/2025;141;18;2538
1673;380;4;8;26/04/2023;410;11;4510
1674;254;3;14;20/07/2022;210;12;2520
1675;279;9;9;10/02/2024;355;20;7100
1676;61;4;12;24/03/2024;120;20;2400
1677;127;4;19;02/03/2022;37;2;74
1678;132;1;3;08/11/2023;434;15;6510
1679;877;7;18;29/12/2025;388;16;6208
1680;144;4;17;22/03/2023;430;7;3010
1681;486;7;17;27/06/2022;338;16;5408
1682;957;9;1;23/04/2023;13;19;247
1683;474;1;13;08/03/2023;443;2;886
1684;960;8;20;24/06/2024;447;19;8493
1685;538;2;17;06/08/2023;219;19;4161
1686;358;5;20;19/09/2022;36;1;36
1687;607;7;3;24/04/2023;248;5;1240
1688;154;1;19;01/02/2024;448;5;2240
1689;359;7;10;20/06/2024;133;13;1729
1690;187;9;20;09/11/2022;139;7;973
1691;410;9;10;05/06/2024;386;15;5790
1692;916;6;15;27/07/2024;91;16;1456
1693;58;8;15;27/08/2024;236;10;2360
1694;606;5;15;05/11/2022;24;15;360
1695;567;5;13;28/07/2022;191;5;955
1696;73;9;16;22/11/2022;460;4;1840
1697;826;7;15;27/11/2024;309;8;2472
1698;88;6;9;18/07/2024;153;8;1224
1699;114;6;4;13/01/2023;158;6;948
1700;363;1;2;05/08/2024;125;16;2000
1701;278;8;16;11/05/2022;266;15;3990
1702;293;8;18;07/02/2022;453;5;2265
1703;325;6;12;03/03/2025;96;1;96
1704;434;7;9;05/02/2025;366;20;7320
1705;17;2;15;24/06/2024;231;15;3465
1706;452;9;13;05/10/2024;454;15;6810
1707;987;8;12;09/01/2025;482;11;5302
1708;646;3;5;28/08/2023;198;1;198
1709;496;2;18;19/08/2025;290;11;3190
1710;190;3;15;02/01/2022;90;19;1710
1711;807;8;2;21/02/2023;497;11;5467
1712;585;8;12;14/12/2022;406;4;1624
1713;267;9;12;09/01/2023;71;3;213
1714;773;4;14;06/05/2023;207;10;2070
1715;857;3;6;27/04/2023;337;10;3370
1716;664;7;18;30/12/2024;50;15;750
1717;232;5;11;03/07/2024;287;14;4018
1718;351;9;18;26/08/2023;259;9;2331
1719;766;8;6;09/04/2023;447;7;3129
1720;883;1;19;30/03/2023;24;16;384
1721;229;7;12;03/09/2022;80;3;240
1722;982;4;9;26/03/2023;60;14;840
1723;955;6;13;08/03/2023;316;19;6004
1724;888;7;12;15/12/2023;414;7;2898
1725;609;1;9;10/02/2024;25;3;75
1726;573;3;10;05/07/2023;67;5;335
1727;982;1;8;12/08/2024;493;19;9367
1728;411;9;15;18/12/2023;468;5;2340
1729;864;4;9;28/07/2025;197;3;591
1730;821;5;9;22/05/2024;462;10;4620
1731;521;1;9;03/10/2023;408;15;6120
1732;853;7;15;03/05/2025;416;18;7488
1733;266;8;5;31/12/2025;235;15;3525
1734;142;4;3;20/12/2022;387;20;7740
1735;145;7;16;12/07/2025;22;17;374
1736;893;4;10;01/10/2023;99;4;396
1737;184;5;18;23/05/2025;413;3;1239
1738;294;6;14;27/06/2022;141;7;987
1739;187;5;1;23/04/2022;62;10;620
1740;99;6;2;26/04/2025;392;6;2352
1741;446;3;3;23/02/2024;345;2;690
1742;131;9;11;09/01/2022;118;8;944
1743;316;6;4;07/05/2024;81;14;1134
1744;724;8;5;18/06/2024;240;6;1440
1745;977;6;6;10/05/2024;183;8;1464
1746;66;5;9;17/12/2022;188;14;2632
1747;184;8;4;25/01/2022;492;13;6396
1748;873;6;12;31/10/2025;308;15;4620
1749;788;5;5;10/02/2023;46;1;46
1750;178;9;12;08/04/2025;275;15;4125
1751;892;6;1;31/10/2022;110;7;770
1752;304;8;2;30/08/2024;88;18;1584
1753;748;1;15;24/11/2024;107;14;1498
1754;64;6;15;04/03/2025;123;13;1599
1755;31;2;1;08/09/2025;285;6;1710
1756;544;3;12;15/06/2024;264;2;528
1757;707;3;15;17/02/2024;85;9;765
1758;654;6;2;06/02/2025;183;14;2562
1759;266;6;19;04/11/2023;215;9;1935
1760;190;3;11;06/08/2024;173;17;2941
1761;976;4;11;04/11/2022;254;1;254
1762;585;2;8;04/01/2023;303;10;3030
1763;539;8;14;21/07/2025;313;2;626
1764;226;2;5;14/11/2022;197;10;1970
1765;726;5;12;15/07/2023;426;12;5112
1766;35;1;11;13/11/2025;486;20;9720
1767;547;7;12;12/11/2022;106;5;530
1768;935;4;7;23/11/2025;119;1;119
1769;362;7;5;03/01/2023;375;10;3750
1770;936;3;8;27/11/2022;387;3;1161
1771;799;1;3;30/07/2024;149;14;2086
1772;749;9;19;26/07/2022;234;11;2574
1773;107;1;20;13/09/2023;279;1;279
1774;547;5;13;10/12/2023;414;1;414
1775;298;8;20;18/05/2022;372;5;1860
1776;347;3;13;26/08/2022;134;1;134
1777;18;8;8;02/10/2023;71;11;781
1778;556;6;16;28/02/2022;232;18;4176
1779;682;5;9;12/10/2025;271;18;4878
1780;537;9;18;01/04/2023;188;8;1504
1781;439;1;10;24/03/2023;87;6;522
1782;77;5;14;15/09/2023;22;5;110
1783;41;1;17;08/07/2022;397;14;5558
1784;889;9;4;01/05/2022;334;17;5678
1785;287;4;3;06/09/2022;100;5;500
1786;94;1;10;30/11/2025;27;3;81
1787;458;3;17;31/01/2023;248;9;2232
1788;146;5;9;29/03/2023;461;18;8298
1789;350;2;12;29/01/2025;352;14;4928
1790;627;7;18;16/09/2024;445;16;7120
1791;296;6;14;22/03/2024;24;10;240
1792;222;8;10;10/10/2023;267;13;3471
1793;410;6;19;06/11/2022;326;7;2282
1794;892;2;1;26/02/2022;440;10;4400
1795;520;7;6;04/05/2023;34;5;170
1796;60;5;7;24/12/2022;56;12;672
1797;95;3;6;05/10/2023;188;15;2820
1798;46;6;8;02/08/2024;106;20;2120
1799;137;4;20;15/04/2024;298;7;2086
1800;310;2;2;04/10/2025;291;11;3201
1801;862;4;5;07/01/2023;150;10;1500
1802;318;9;5;31/08/2024;31;10;310
1803;30;6;14;12/06/2023;39;4;156
1804;408;6;12;31/01/2024;437;5;2185
1805;511;2;13;20/06/2023;204;18;3672
1806;274;6;19;16/09/2023;446;12;5352
1807;86;7;10;15/02/2022;22;20;440
1808;11;7;9;20/05/2024;462;14;6468
1809;536;8;4;26/02/2023;448;11;4928
1810;243;9;12;11/02/2025;350;7;2450
1811;417;6;3;28/06/2024;19;10;190
1812;641;7;12;24/05/2024;172;7;1204
1813;979;1;19;10/12/2022;279;18;5022
1814;406;9;7;06/05/2023;328;17;5576
1815;657;9;11;02/01/2024;69;16;1104
1816;791;5;17;29/05/2025;280;14;3920
1817;645;8;11;26/10/2025;101;19;1919
1818;729;2;13;09/10/2023;498;4;1992
1819;595;2;12;05/04/2025;443;20;8860
1820;1;3;2;06/01/2022;412;11;4532
1821;701;2;19;23/06/2023;276;4;1104
1822;335;7;9;20/07/2023;449;1;449
1823;754;8;13;28/05/2025;415;12;4980
1824;644;6;5;30/09/2025;77;17;1309
1825;53;2;8;17/11/2022;114;7;798
1826;993;4;11;02/09/2025;420;10;4200
1827;230;3;5;01/08/2024;336;4;1344
1828;507;2;2;27/03/2023;327;14;4578
1829;616;3;8;25/10/2022;435;5;2175
1830;358;3;11;18/01/2022;401;14;5614
1831;595;3;6;08/06/2022;30;6;180
1832;846;6;9;16/05/2025;326;2;652
1833;592;9;7;12/08/2023;438;11;4818
1834;144;2;18;10/04/2024;445;11;4895
1835;588;5;10;20/05/2025;454;19;8626
1836;425;4;7;06/05/2025;460;14;6440
1837;137;2;19;31/05/2023;366;15;5490
1838;422;2;13;17/09/2023;35;12;420
1839;502;5;14;01/08/2022;422;15;6330
1840;888;3;3;28/06/2025;197;3;591
1841;788;9;12;07/01/2025;76;13;988
1842;676;1;20;06/04/2022;280;4;1120
1843;791;6;1;18/02/2022;19;1;19
1844;997;2;20;08/12/2024;438;20;8760
1845;173;7;13;26/04/2023;185;20;3700
1846;801;4;9;13/03/2024;76;6;456
1847;963;2;14;07/07/2025;21;13;273
1848;755;7;1;03/12/2025;231;4;924
1849;232;2;8;15/04/2022;491;18;8838
1850;392;3;17;02/05/2023;323;16;5168
1851;301;6;8;20/12/2024;21;20;420
1852;626;9;10;23/12/2025;332;2;664
1853;333;7;4;11/08/2024;110;1;110
1854;833;4;13;21/11/2022;389;19;7391
1855;577;9;4;01/02/2022;317;8;2536
1856;254;1;20;31/01/2025;500;19;9500
1857;624;7;5;03/08/2025;175;4;700
1858;645;5;3;08/11/2024;79;6;474
1859;272;3;2;13/07/2022;280;9;2520
1860;439;5;1;08/08/2023;139;12;1668
1861;285;1;17;05/02/2023;57;3;171
1862;962;9;15;24/08/2024;461;18;8298
1863;238;5;6;01/05/2022;24;3;72
1864;823;6;10;23/12/2025;50;13;650
1865;506;5;11;19/05/2022;104;4;416
1866;810;8;19;18/10/2025;383;10;3830
1867;546;3;2;16/03/2022;194;14;2716
1868;305;9;13;17/10/2025;100;18;1800
1869;404;8;7;09/01/2022;301;3;903
1870;540;3;19;19/03/2023;366;4;1464
1871;158;8;11;21/08/2025;308;20;6160
1872;493;6;2;18/12/2022;84;10;840
1873;914;2;2;29/07/2023;395;12;4740
1874;658;5;14;10/04/2024;347;12;4164
1875;271;8;14;28/10/2025;277;4;1108
1876;292;2;4;04/11/2023;210;9;1890
1877;649;3;14;19/08/2023;194;15;2910
1878;414;1;3;09/07/2025;331;2;662
1879;839;3;2;08/06/2024;165;20;3300
1880;386;1;1;19/01/2025;473;20;9460
1881;619;3;12;08/01/2025;35;6;210
1882;760;9;17;06/08/2025;303;10;3030
1883;849;7;3;18/02/2024;310;11;3410
